t,u1,u2,u3,u4,q1,q2,q3,q4,x,y,p,dq1,dq2,dq3,dq4,dx,dy,dp,contact_mode
0,,,,,0.354654,-0.347893,-0.354654,0.347893,0.1,-0.535,0.0,0,0,0,0,0,0,0,12.0
0.023005159857582454,4.72017568441145,1.87162964777333,-4.71126912318344,-2.04429721452244,0.353222671385259,-0.344668786006924,-0.352806360486966,0.344176594110712,0.0999376049739804,-0.535157595597059,-0.000203128019580754,-0.123479627154193,0.278562045582686,0.1600255507669,-0.321634295452615,-0.0054120824093534,-0.0135602865403239,-0.0177398586812843,12.0
0.05101740454149717,4.7199401014525,1.24967368133179,-4.66381556160109,-2.64241672159776,0.347809619697623,-0.335171876923186,-0.345690262359733,0.327131761401486,0.0990900893602127,-0.535744062970681,-0.000910454700115078,-0.254982908739054,0.389750980857588,0.351237222322091,-0.895293578111691,-0.0548843759716109,-0.0277031436696446,-0.0354968795551696,12.0
0.081961893915445,4.6819853178045,1.63775963451885,-4.66380657561892,-2.20158528854663,0.338251509364109,-0.320918127883084,-0.332523738664317,0.293156177639314,0.0971106492864785,-0.536735888902508,-0.00192740368829863,-0.344428559367344,0.513116624623637,0.504834775533588,-1.29154866016873,-0.0724628774312712,-0.0352938824841479,-0.0381708600600173,12.0
0.11226546445298963,4.62582180230612,1.91494569436937,-4.63478311958756,-1.93974526275664,0.326795331887234,-0.302675141410078,-0.31510805224785,0.249947375190723,0.0950551740129856,-0.537865606396514,-0.00304379003862633,-0.389436077862707,0.667196001978936,0.644417438126755,-1.53693393235089,-0.0625238352243556,-0.037951866979406,-0.0446423238025697,12.0
0.14125803973336726,4.55765779147072,2.10177971190504,-4.58578031966761,-1.81215905029416,0.314780725821402,-0.280137576995507,-0.294542895553397,0.202897435284623,0.0936373672937495,-0.538983112665517,-0.0043200329410454,-0.419660058220975,0.862729677646768,0.765073940532823,-1.67246124438693,-0.0347704986204505,-0.0378105695103929,-0.0500168174597825,12.0
0.16935736517632635,4.48350911625836,2.19677405273868,-4.52031313663375,-1.78421744808755,0.302531467597147,-0.252341104635673,-0.271331815883604,0.154665683922353,0.0931614938066475,-0.540031657922009,-0.00591726951931052,-0.4403368514205,1.09354298525057,0.866219400040259,-1.7130931841255,0.00105092551429357,-0.035614415833089,-0.0647230167001935,12.0
0.1971353768409671,4.40710069175936,2.29059856746584,-4.44445446801553,-1.76203752620218,0.290353310059533,-0.21741576533655,-0.245534423400157,0.107865231465188,0.0937491824186909,-0.540983135055243,-0.00871287133668933,-0.44362135543278,1.40912820546882,0.94991591195681,-1.59503812837774,0.0406590003053787,-0.0319562834085349,-0.125561172900275,12.0
0.22571413155151784,4.35423088191429,2.02615919926839,-4.36418912191396,-1.9558684589619,0.277862012750451,-0.174787332681572,-0.217798402252455,0.0636043854541291,0.0951354797302379,-0.541796717227789,-0.0130667367771704,-0.445142930478159,1.55849426266199,0.944630140241343,-1.44893620613902,0.0553098300841273,-0.024444054986417,-0.160350813747366,12.0
0.25447195471927486,4.19340409624287,1.87960260670929,-4.18483213947027,-1.99363587924349,0.265377039398249,-0.128934686211549,-0.190820290716687,0.0238962405306577,0.096721700670465,-0.542378846054829,-0.0183981600589674,-0.440584535124832,1.61043499162268,0.884716734482178,-1.26836318273382,0.0537294757777348,-0.0158671565050821,-0.187551115188228,12.0
0.2822271291850829,3.7762405529547,1.67146392144539,-3.75590719991996,-1.87700928438476,0.253401057047929,-0.0846335962940223,-0.167186587422091,-0.0092953348470164,0.098059320724601,-0.542708301214984,-0.0239129596807928,-0.430326605385335,1.55418116432371,0.784713813605984,-1.09481083266262,0.0417187235606884,-0.00795833615240911,-0.192070597197185,12.0
0.308819223899713,3.15299118014278,1.41634142109357,-3.12829636410137,-1.62604607494303,0.242307859173697,-0.0449475605434757,-0.147796048839455,-0.0361798415572988,0.0989736928957416,-0.542834579347385,-0.02896321953564,-0.398944464605063,1.39799515330583,0.656803464703793,-0.911472636972348,0.0266906764197866,-0.00181237886453239,-0.179166189696025,12.0
0.33516227428487294,2.50392803119997,1.16627151212121,-2.4799722837289,-1.34153929736864,0.232397103733059,-0.0109264292713909,-0.132498505160011,-0.0573813220457407,0.0994911378926121,-0.542827325123387,-0.0333502765632136,-0.337841440957112,1.15114042805949,0.501514322727452,-0.69030340710817,0.0127741437425904,0.0019594021052456,-0.153919615223171,12.0
0.361808834213518,1.96417269105116,0.980300920290755,-1.94356448454548,-1.11632211923831,0.224278699394647,0.0163431793805763,-0.121145683799232,-0.0728779519225323,0.0996902036296586,-0.542751461019516,-0.0370615836930852,-0.251570553283238,0.865982417458819,0.355374617053375,-0.468664555742117,0.00267068449781076,0.0033443950564048,-0.129917605193706,12.0
0.38838046121587955,1.48617508056997,0.789371644765567,-1.46935758809419,-0.902798380605955,0.219012049873328,0.0349090641302388,-0.113829673621818,-0.0820004435695045,0.0996728565867664,-0.542669775654892,-0.0400958048970907,-0.126037794067935,0.510348206803681,0.204092430896259,-0.216607618844226,-0.00334253104767363,0.00247724400606898,-0.10612007312056,12.0
0.41461261662911414,1.13073358122135,0.650677128620014,-1.11560436593165,-0.74375465333219,0.217523621987621,0.0435889673571962,-0.110381699832766,-0.0841897208075733,0.0995391574731541,-0.542632116623981,-0.0426579709641683,0.0232541118560073,0.141392944320308,0.0654301023995666,0.0487836882738749,-0.00640844477522718,0.000255645824743529,-0.0942674297123545,12.0
0.44024940555872477,0.877872104245491,0.522471342151825,-0.863308800653231,-0.616431485792598,0.220494721045946,0.0418002380120567,-0.110442941257193,-0.0792850254163833,0.0993557058296738,-0.542660474728888,-0.0450299249376972,0.20963256897191,-0.280369130374766,-0.0672533903855422,0.330206213236012,-0.0077360636555501,-0.00237483595454908,-0.0917317745666394,12.0
0.46599715929261787,0.665614073547578,0.416340705613599,-0.647196785405607,-0.502897644556971,0.228521860453034,0.0291552839401757,-0.113772368559464,-0.0669088368822245,0.0991216168895125,-0.542746103172026,-0.0476065046703837,0.4045834352657,-0.690235219949277,-0.192669450826934,0.624647449255908,-0.0105713004061421,-0.00393221736753367,-0.104723547330259,12.0
0.49164648585334536,0.501490919046594,0.319721007024088,-0.477646993476797,-0.408296314919209,0.241468314413882,0.00646570859062202,-0.120156590660376,-0.0470917354990203,0.098780748775348,-0.542842639887883,-0.0506920023063842,0.588850073013405,-1.05713384956645,-0.3071578493675,0.910819970317202,-0.0162259514768387,-0.00307840499111537,-0.130320797807826,12.0
0.5169398111724355,0.361285968993251,0.213836078052014,-0.331953122761395,-0.315793905505944,0.258671960170992,-0.0246380082161023,-0.12931561538258,-0.0203836988141382,0.0982638716856752,-0.542877314899296,-0.0544620750399938,0.754649034063906,-1.37345978623284,-0.414542982594497,1.18657224603115,-0.0246957814209101,0.00091705285465604,-0.164225124918902,12.0
0.5418349532332482,0.245344488252745,0.110515740128742,-0.212550935584016,-0.218390747238489,0.279362309354073,-0.0623485806151758,-0.14112334357416,0.0129316478303415,0.0975267646701761,-0.542768959117017,-0.0590202483499865,0.8971108402367,-1.62606706979967,-0.520618586121183,1.46677894337695,-0.0341471905688784,0.00833970947330952,-0.204219063896875,12.0
0.566313107440046,0.148986240460694,0.0124825831493706,-0.117522021780983,-0.112673486460584,0.302871242232796,-0.104975940248255,-0.155445280579284,0.0526628794086976,0.0965972991061027,-0.54243633505079,-0.0643898658984763,1.01870032140957,-1.82803552166205,-0.626544541184916,1.74628562325296,-0.0411149659161973,0.01927322928224,-0.2408769168376,12.0
0.5903295124286675,0.0999764583175735,-0.0853344063840619,-0.0714602127875868,-0.0180685857589377,0.328758142654262,-0.151579788990885,-0.172078934767804,0.0982239422527703,0.0955576294990547,-0.541800609050821,-0.0703916542265184,1.1304185927885,-2.02217620421524,-0.733411861587893,2.00851760649696,-0.0448083677394492,0.0339149411482749,-0.264715184839082,12.0
0.613806363488932,0.130917109649042,-0.508781062649216,-0.0701849778387547,-0.248225758233971,0.356974296016158,-0.204062667931674,-0.190108181017523,0.145493922145773,0.0941724746564594,-0.5407864263813,-0.0765615301164568,1.2396816456096,-2.38898044169465,-0.801214274982103,2.00224508041269,-0.0733267106568109,0.0522925643254579,-0.255371343204453,12.0
0.6363026332489088,-1.56574095143235,-0.0635879595252251,1.5004260350848,1.74801223498995,0.384642041079465,-0.255154491197697,-0.211621222478597,0.199975843903442,0.0932431352356222,-0.539376757173024,-0.0818811300002715,1.24819942007793,-2.16178425768112,-1.04165949176052,2.74182904831886,-0.00773663909142066,0.0729495815365814,-0.237514208827814,12.0
0.6583076241424926,-0.125949014417604,0.0612775237605721,-0.0616945918214121,0.191461278448103,0.414570319894884,-0.311723962598094,-0.230141544771465,0.245957800593553,0.0943938649266063,-0.538263546219042,-0.0825419800015104,1.43455240851838,-2.95437876257176,-0.663305318154347,1.42808700010902,0.110512825406347,0.0245409345738325,0.200116395998771,2.0
0.6850707906386595,-1.68827735790125,-0.204351202422474,1.57764372984606,1.3826480629532,0.451955341721059,-0.398959816310653,-0.243989822212275,0.273847247762959,0.0986543828367135,-0.53812665515469,-0.07389468391482,1.36043743749797,-3.57824533029366,-0.361663368943402,0.631733753181941,0.207346198170881,-0.0160889788299086,0.446857277442513,2.0
0.7157871544162523,-2.50268999571599,-0.301691687792299,2.42064580540197,1.98251871893412,0.488700128205898,-0.514333668295981,-0.25082948391886,0.284056543275754,0.106386991356727,-0.539145073741358,-0.0576043686560058,1.05394850012214,-3.98464022973233,-0.0655603059835156,0.0147739681343687,0.296012550346243,-0.0506351360195272,0.604281058118562,2.0
0.746689567953016,-2.92872643415395,-0.296302353065253,2.86184985090745,2.34297067567618,0.514361310868836,-0.637849994735136,-0.249185399175588,0.278787391651982,0.116709571589669,-0.541026599057898,-0.0377193907346085,0.630845696820274,-4.08383288698591,0.179548967573192,-0.355015485791873,0.371732441185772,-0.0702022591565217,0.674091253391261,2.0
